"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"2891",5,5,5,5,1,1,1,1,7,6,9,0.944296074332669
"2892",6,5,4,4,5,2,2,2,5,1,5,0.13106086384505
"2893",8,2,2,2,8,8,4,1,2,1,6,0.683624933473766
"2894",3,2,1,1,4,1,1,1,9,6,2,0.729903044644743
"2895",4,3,2,2,8,6,2,2,8,6,7,0.178823018679395
"2896",9,6,4,2,8,1,1,1,5,5,1,0.517065178835765
"2897",5,4,2,2,3,1,1,1,4,4,8,0.199328152230009
"2898",1,1,1,1,2,1,1,1,3,3,3,0.107240749988705
"2899",7,6,3,2,8,3,1,1,4,3,6,0.934683450730518
"2900",1,1,1,1,10,9,9,9,2,2,8,0.364813380874693
"2901",3,1,1,1,10,3,2,1,6,6,2,0.243529305560514
"2902",9,3,3,3,2,2,2,2,8,3,9,0.995604169787839
"2903",10,7,5,5,3,1,1,1,6,5,7,0.17660342855379
"2904",6,1,1,1,7,4,4,2,2,2,7,0.638913464499637
"2905",1,1,1,1,8,6,4,1,7,4,3,0.879674225114286
"2906",6,5,4,3,6,5,5,5,10,4,1,0.940286169759929
"2907",6,2,1,1,3,2,2,2,10,8,5,0.359956933418289
"2908",4,2,1,1,5,5,5,3,2,2,4,0.814623796846718
"2909",8,7,1,1,7,4,4,1,10,8,7,0.721230232622474
"2910",1,1,1,1,1,1,1,1,6,4,9,0.506049394607544
"2911",2,1,1,1,5,1,1,1,3,2,4,0.343743945937604
"2912",4,3,2,1,1,1,1,1,4,2,7,0.407962247496471
"2913",2,2,2,1,2,2,1,1,6,3,3,0.851212940411642
"2914",10,10,4,2,6,6,6,2,7,5,1,0.689841795712709
"2915",3,2,1,1,9,6,1,1,10,4,8,0.32693238556385
"2916",3,2,2,1,10,9,1,1,1,1,6,0.571041563292965
"2917",3,1,1,1,9,4,1,1,1,1,4,0.603182546328753
"2918",10,7,3,1,3,2,1,1,1,1,3,0.050469207810238
"2919",6,1,1,1,3,2,2,1,6,4,9,0.136246329639107
"2920",8,1,1,1,6,5,5,3,9,1,5,0.113639062270522
"2921",2,2,2,2,2,1,1,1,10,5,7,0.791295449715108
"2922",6,1,1,1,5,5,1,1,8,5,8,0.739541819086298
"2923",6,4,3,1,2,2,2,1,7,5,7,0.272328093415126
"2924",1,1,1,1,2,2,2,1,7,5,8,0.516421645181254
"2925",1,1,1,1,7,5,5,2,7,3,3,0.502706026658416
"2926",6,4,1,1,7,5,1,1,4,4,4,0.766174933174625
"2927",3,3,3,2,4,3,2,1,2,2,4,0.519871059805155
"2928",9,9,8,4,6,1,1,1,10,7,1,0.286726429825649
"2929",7,5,2,1,2,2,1,1,1,1,8,0.526280475547537
"2930",4,3,1,1,8,2,2,1,10,3,2,0.754700477933511
"2931",8,1,1,1,1,1,1,1,3,2,10,0.547472018981352
"2932",6,6,3,3,1,1,1,1,10,4,9,0.912602650001645
"2933",10,1,1,1,5,5,3,1,8,8,6,0.729081123601645
"2934",1,1,1,1,6,6,6,3,3,2,2,0.907954501686618
"2935",1,1,1,1,7,5,1,1,5,1,10,0.714280732907355
"2936",8,8,2,2,5,1,1,1,5,1,4,0.545507563278079
"2937",2,2,2,2,1,1,1,1,4,3,7,0.272411176702008
"2938",3,1,1,1,5,4,4,1,2,2,2,0.92959374608472
"2939",10,9,8,2,7,2,1,1,9,4,9,0.0714703265111893
"2940",5,3,1,1,9,4,3,3,10,6,6,0.607716485392302
"2941",1,1,1,1,3,2,2,1,2,2,3,0.58057488896884
"2942",4,1,1,1,7,1,1,1,9,1,2,0.0287010550964624
"2943",8,2,2,2,3,3,3,1,1,1,10,0.233493230072781
"2944",4,1,1,1,4,4,3,2,2,2,6,0.298559713643044
"2945",5,5,1,1,1,1,1,1,8,8,10,0.669436545809731
"2946",4,2,2,1,6,1,1,1,6,6,2,0.348117221845314
"2947",4,2,1,1,4,3,1,1,6,6,1,0.0986281055957079
"2948",6,3,3,2,2,1,1,1,9,4,2,0.532168485457078
"2949",7,1,1,1,4,3,3,2,6,3,2,0.591938805999234
"2950",4,2,2,1,4,2,2,2,8,4,6,0.21182753960602
"2951",3,3,3,2,10,9,7,2,6,5,2,0.973669769242406
"2952",7,1,1,1,1,1,1,1,7,2,7,0.0327634289860725
"2953",2,1,1,1,3,2,2,2,3,3,6,0.122049883008003
"2954",5,3,3,1,6,5,5,4,4,3,5,0.156021816423163
"2955",3,1,1,1,6,6,1,1,9,8,2,0.619135843124241
"2956",5,4,2,1,7,2,1,1,8,7,10,0.613638017792255
"2957",9,2,1,1,1,1,1,1,3,1,5,0.784876680001616
"2958",5,5,2,2,3,1,1,1,9,7,6,0.955671904841438
"2959",8,1,1,1,5,4,3,1,4,1,10,0.989431167952716
"2960",2,1,1,1,6,3,3,1,8,8,5,0.481097072828561
"2961",4,2,2,1,10,4,1,1,6,3,10,0.865176246734336
"2962",5,2,1,1,6,1,1,1,10,6,4,0.889896600041538
"2963",6,1,1,1,8,3,1,1,4,4,6,0.814571245573461
"2964",7,2,2,1,3,3,3,3,8,7,1,0.639182878192514
"2965",3,3,2,1,3,1,1,1,4,3,6,0.365988098084927
"2966",9,3,3,1,10,5,3,1,6,2,8,0.72853288333863
"2967",2,1,1,1,9,5,1,1,10,10,5,0.416508951224387
"2968",4,3,1,1,5,2,2,1,2,2,4,0.973422225099057
"2969",9,2,2,2,6,6,3,1,3,3,1,1.56755559146404e-05
"2970",7,3,1,1,8,2,2,1,6,1,1,0.930054893484339
"2971",10,5,4,3,7,2,2,2,5,5,9,0.0118290747050196
"2972",6,6,6,4,6,5,1,1,10,3,5,0.715909608639777
"2973",1,1,1,1,3,3,3,3,5,4,9,0.901024368824437
"2974",2,1,1,1,4,3,1,1,4,2,6,0.204852560767904
"2975",7,4,1,1,3,3,3,1,5,1,9,0.155518042389303
"2976",6,5,5,1,9,2,2,1,9,7,1,0.741032911930233
"2977",8,3,1,1,2,2,2,2,6,5,4,0.854065785417333
"2978",5,5,1,1,10,4,2,2,7,4,3,0.691281073959544
"2979",3,1,1,1,9,4,1,1,1,1,4,0.0237460825592279
"2980",6,2,2,2,9,3,3,1,9,9,7,0.0353841534815729
"2981",9,8,1,1,1,1,1,1,5,3,10,0.033082973677665
"2982",4,4,1,1,2,2,1,1,5,2,2,0.498229136457667
"2983",6,2,2,1,8,2,1,1,8,1,1,0.933500762330368
"2984",6,1,1,1,5,5,2,1,1,1,1,0.790307727875188
"2985",3,2,1,1,8,4,2,1,9,2,9,0.748593629337847
"2986",8,1,1,1,8,4,4,3,7,6,7,0.94067029771395
"2987",3,2,1,1,6,3,3,2,1,1,3,0.27852906472981
"2988",6,5,1,1,7,6,3,2,4,3,4,0.0344140585511923
"2989",8,2,1,1,7,3,2,2,10,9,8,0.54817320778966
"2990",4,3,3,3,2,1,1,1,10,3,1,0.607249304419383
"2991",2,1,1,1,7,1,1,1,2,2,8,0.541172236436978
"2992",8,4,2,1,9,7,1,1,1,1,3,0.273388219531626
"2993",1,1,1,1,7,3,1,1,4,4,2,0.918642503442243
"2994",10,6,2,2,7,6,6,1,9,8,7,0.496420077048242
"2995",4,2,2,2,4,2,1,1,6,4,4,0.890363056911156
"2996",3,3,1,1,4,1,1,1,8,2,8,0.290073660900816
"2997",10,1,1,1,10,3,1,1,2,2,2,0.435707124881446
"2998",9,5,5,2,2,1,1,1,4,2,10,0.522554073482752
"2999",5,3,1,1,9,7,2,1,8,4,2,0.637671596370637
"3000",9,9,4,1,7,5,3,2,4,1,1,0.771828737808391
"3001",3,1,1,1,10,3,3,2,5,1,6,0.960737285669893
"3002",8,3,1,1,3,3,2,1,4,1,9,0.144353807205334
"3003",10,8,1,1,2,2,1,1,2,2,6,0.00877472967840731
"3004",9,1,1,1,2,2,2,1,3,3,6,0.797596144489944
"3005",6,3,3,1,10,5,4,1,6,6,4,0.46207989146933
"3006",1,1,1,1,1,1,1,1,8,7,6,0.931184862740338
"3007",4,2,2,2,7,4,4,2,1,1,7,0.118583492469043
"3008",2,1,1,1,1,1,1,1,8,5,1,0.948745434870943
"3009",6,6,4,4,10,8,3,1,5,2,1,0.198455304140225
"3010",5,3,2,2,10,1,1,1,10,8,1,0.527399887097999
"3011",4,2,1,1,3,1,1,1,5,3,10,0.385803675279021
"3012",8,7,1,1,2,2,2,2,8,8,5,0.940674912417307
"3013",7,2,2,2,8,4,1,1,5,1,10,0.125267551746219
"3014",10,6,4,4,7,5,3,3,1,1,4,0.226951744873077
"3015",9,6,4,3,8,1,1,1,10,4,7,0.725773481186479
"3016",10,1,1,1,9,4,4,1,1,1,5,0.527164526516572
"3017",7,5,5,4,7,4,2,1,2,1,5,0.499461487401277
"3018",9,2,2,2,5,1,1,1,5,4,7,0.71841616043821
"3019",10,2,2,1,2,1,1,1,2,2,7,0.756436788477004
"3020",8,6,5,1,7,2,1,1,9,4,9,0.383176483446732
"3021",6,1,1,1,6,1,1,1,7,5,6,0.907675768714398
"3022",1,1,1,1,10,10,9,7,2,1,7,0.910985727561638
"3023",7,1,1,1,6,1,1,1,1,1,5,0.757839722093195
"3024",6,6,2,2,2,2,1,1,1,1,2,0.778302522841841
"3025",8,6,3,2,3,3,2,1,8,8,10,0.00600584712810814
"3026",1,1,1,1,5,5,2,2,2,2,9,0.991058501647785
"3027",3,3,3,1,8,4,3,2,7,5,3,0.13545776810497
"3028",3,1,1,1,8,5,3,1,1,1,10,0.184746457729489
"3029",10,6,4,3,2,1,1,1,5,5,5,0.254209940787405
"3030",8,7,2,2,5,4,3,2,10,8,3,0.0231823492795229
"3031",4,1,1,1,1,1,1,1,7,6,1,0.71378383715637
"3032",7,1,1,1,3,3,3,1,7,6,5,0.262960312655196
"3033",1,1,1,1,6,5,4,1,7,6,4,0.673900456167758
"3034",7,4,2,1,10,8,5,5,4,1,9,0.327895160065964
"3035",7,1,1,1,1,1,1,1,5,1,1,0.995833746390417
"3036",4,4,3,1,8,6,4,3,3,2,8,0.283390397904441
"3037",3,2,1,1,3,1,1,1,1,1,5,0.0522800926119089
"3038",4,4,2,1,10,10,4,4,3,3,1,0.0893677975982428
"3039",7,6,4,3,4,3,3,3,6,3,5,0.65767315751873
"3040",1,1,1,1,3,3,2,2,3,1,1,0.585483917733654
"3041",5,5,3,3,5,5,3,1,1,1,7,0.0873256372287869
"3042",4,4,4,2,2,2,1,1,2,2,5,0.315072627272457
"3043",6,6,5,4,9,3,2,2,8,5,1,0.88705593929626
"3044",10,2,1,1,6,4,4,1,1,1,7,0.993851645151153
"3045",6,6,1,1,6,1,1,1,8,1,9,0.500882922438905
"3046",8,5,5,4,8,4,4,4,6,4,2,0.164377194596455
"3047",2,1,1,1,6,5,2,2,9,1,2,0.617320778779685
"3048",6,5,3,2,8,7,1,1,8,5,8,0.761327707907185
"3049",7,3,2,1,8,3,1,1,3,2,2,0.583659798139706
"3050",10,3,2,1,9,6,5,1,5,2,1,0.59419303573668
"3051",1,1,1,1,4,3,2,2,9,1,7,0.876356183085591
"3052",10,2,1,1,5,2,1,1,2,2,8,0.780166675103828
"3053",5,2,2,1,8,2,1,1,6,6,7,0.0429276307113469
"3054",2,2,2,2,6,6,5,2,6,5,4,0.80388949229382
"3055",8,5,3,3,1,1,1,1,1,1,6,0.780983072007075
"3056",10,7,5,5,4,2,1,1,3,3,3,0.986665417207405
"3057",6,6,3,3,4,2,2,1,5,3,9,0.926124065415934
"3058",10,6,5,4,5,3,1,1,5,3,3,0.655155527871102
"3059",4,1,1,1,4,3,1,1,6,5,10,0.52852333150804
"3060",9,1,1,1,3,3,1,1,4,1,4,0.722551245940849
"3061",7,7,6,5,1,1,1,1,2,1,9,0.909722536569461
"3062",10,9,7,7,10,6,5,3,7,2,5,0.401236612582579
"3063",7,5,5,3,10,3,3,2,2,2,1,0.224810257554054
"3064",10,6,3,2,7,3,3,2,9,4,2,0.177148460410535
"3065",4,3,1,1,8,8,8,4,8,3,6,0.456556260120124
"3066",7,7,3,1,4,3,2,2,10,5,4,0.117958743823692
"3067",2,2,1,1,7,5,5,4,8,3,9,0.700036484748125
"3068",3,2,1,1,5,3,3,1,7,2,8,0.312226174632087
"3069",5,2,1,1,10,3,3,1,5,1,7,0.249603901756927
"3070",7,6,4,1,5,2,2,1,1,1,8,0.441784966504201
"3071",6,5,2,2,5,3,2,1,2,2,2,0.0296572402585298
"3072",6,4,4,4,4,4,4,2,4,4,7,0.07146224565804
"3073",3,2,2,2,2,2,2,2,10,7,1,0.645471186842769
"3074",6,4,1,1,2,2,1,1,8,1,5,0.18202134873718
"3075",9,9,2,1,10,5,1,1,5,4,3,0.816297446144745
"3076",1,1,1,1,8,2,2,2,7,7,2,0.789100974099711
"3077",5,1,1,1,6,2,1,1,5,4,3,0.714606831083074
"3078",10,8,8,1,2,1,1,1,6,2,9,0.750969048589468
"3079",9,3,1,1,10,1,1,1,7,1,2,0.22517403238453
"3080",2,2,2,2,9,2,2,2,9,4,8,0.378523632418364
"3081",8,5,3,1,10,9,8,6,5,4,3,0.545076658716425
"3082",2,1,1,1,10,1,1,1,8,5,3,0.485309525160119
"3083",9,2,1,1,10,4,1,1,8,1,3,0.49433225998655
"3084",9,7,2,2,5,1,1,1,4,3,8,0.14476600382477
"3085",5,4,4,1,10,2,2,2,1,1,4,0.601105167996138
"3086",5,5,3,2,10,3,2,1,8,4,6,0.347644059918821
"3087",10,8,6,6,3,3,2,2,6,6,8,0.992575954645872
"3088",2,2,1,1,10,4,4,2,10,5,1,0.0656648450531065
"3089",9,2,1,1,3,1,1,1,4,1,8,0.521196188870817
"3090",3,1,1,1,1,1,1,1,1,1,7,0.98845024802722
"3091",2,2,2,2,1,1,1,1,7,2,2,0.229171221842989
"3092",2,1,1,1,10,10,4,4,8,1,6,0.866048775613308
"3093",8,3,1,1,6,4,1,1,1,1,1,0.648960969178006
"3094",8,6,2,2,6,4,4,2,3,2,8,0.818346270127222
"3095",5,2,2,1,6,5,2,2,1,1,10,0.083599092438817
"3096",4,3,1,1,3,1,1,1,2,1,10,0.95616572489962
"3097",1,1,1,1,4,2,2,2,10,3,5,0.490247476380318
"3098",8,1,1,1,6,4,1,1,6,5,6,0.146047383313999
"3099",4,3,3,3,3,1,1,1,9,1,4,0.358424174366519
"3100",6,4,4,3,4,4,4,1,7,5,2,0.858451960142702
"3101",1,1,1,1,3,2,1,1,1,1,1,0.0407073881942779
"3102",1,1,1,1,2,2,1,1,9,1,9,0.141764505300671
"3103",1,1,1,1,2,2,2,2,2,2,2,0.893876198446378
"3104",5,5,5,3,7,4,4,3,1,1,5,0.946996396873146
"3105",2,2,1,1,4,2,1,1,3,1,8,0.0855452015530318
"3106",8,7,4,4,2,1,1,1,2,1,2,0.961653135484084
"3107",7,5,1,1,7,1,1,1,8,1,9,0.707655047765002
"3108",6,5,4,3,10,5,1,1,2,2,10,0.313816416775808
"3109",6,6,3,3,10,3,3,3,3,3,4,0.319528501713648
"3110",1,1,1,1,10,4,1,1,3,2,6,0.205725870328024
"3111",4,2,2,1,5,2,2,2,1,1,10,0.284175768028945
"3112",6,6,6,1,5,1,1,1,2,1,5,0.955988413654268
"3113",2,1,1,1,10,1,1,1,5,1,2,0.806595582747832
"3114",1,1,1,1,3,1,1,1,5,5,10,0.774020782206208
"3115",8,4,1,1,5,4,3,1,6,5,7,0.250533806392923
"3116",8,5,1,1,5,3,1,1,10,2,2,0.146779937669635
"3117",8,6,4,1,6,2,2,2,8,7,7,0.183422178961337
"3118",10,10,5,1,1,1,1,1,6,5,10,0.325740721076727
"3119",4,3,2,2,2,1,1,1,7,1,3,0.408544141799212
"3120",7,3,1,1,10,1,1,1,1,1,8,0.945050322683528
"3121",1,1,1,1,5,1,1,1,10,2,5,0.028274052310735
"3122",2,2,1,1,10,4,1,1,1,1,6,0.523912029806525
"3123",7,6,2,1,4,4,2,1,7,7,6,0.807557466905564
"3124",2,2,1,1,6,4,2,1,9,9,10,0.144873194396496
"3125",10,4,3,1,4,4,2,2,5,1,7,0.358912567375228
"3126",2,2,1,1,1,1,1,1,3,3,4,0.761982830474153
"3127",10,6,5,2,5,4,4,2,1,1,9,0.368687239242718
"3128",6,4,3,1,9,6,1,1,9,4,3,0.774611885659397
"3129",6,2,1,1,10,1,1,1,4,2,3,0.529353123623878
"3130",2,1,1,1,9,2,1,1,6,5,2,0.584864558884874
"3131",2,2,1,1,4,3,2,2,5,4,8,0.78976080333814
"3132",5,2,1,1,2,2,2,1,7,1,7,0.395292056258768
"3133",5,3,1,1,10,3,1,1,10,3,5,0.240188289666548
"3134",3,2,2,2,8,7,6,6,7,2,5,0.672159373294562
"3135",3,3,3,2,2,2,1,1,10,5,6,0.232634009327739
"3136",6,5,3,1,1,1,1,1,3,1,9,0.124984420835972
"3137",7,5,2,1,5,3,1,1,3,3,6,0.71254014596343
"3138",1,1,1,1,8,5,2,2,4,3,3,0.569160253508016
"3139",9,5,4,1,7,4,4,2,3,3,9,0.951767155434936
"3140",1,1,1,1,2,2,1,1,9,9,9,0.832628791220486
"3141",4,2,1,1,3,2,2,2,8,5,10,0.839241919806227
"3142",3,3,2,1,9,2,1,1,7,2,10,0.631648886017501
"3143",1,1,1,1,8,8,8,3,2,2,2,0.815637579420581
"3144",4,2,2,1,6,3,1,1,6,1,10,0.0409619987476617
"3145",5,1,1,1,1,1,1,1,5,3,2,0.530858481070027
"3146",6,4,3,2,3,1,1,1,3,1,6,0.854576533427462
"3147",10,5,5,2,4,1,1,1,6,4,7,0.508644982473925
"3148",3,1,1,1,4,3,3,1,4,2,6,0.680628441041335
"3149",9,2,1,1,10,8,2,2,4,4,1,0.770665354561061
"3150",7,1,1,1,4,4,1,1,2,1,5,0.33678865712136
"3151",5,4,4,1,8,4,3,1,9,5,3,0.328111630165949
"3152",10,9,3,2,2,2,2,2,2,1,6,0.417577095096931
"3153",5,2,1,1,8,4,3,2,8,8,1,0.159616001881659
"3154",4,3,2,1,5,5,5,3,8,2,4,0.435917696449906
"3155",4,2,1,1,8,4,3,1,6,3,4,0.910874209133908
"3156",1,1,1,1,7,2,2,2,1,1,6,0.767521100351587
"3157",10,6,4,4,3,3,2,1,2,1,8,0.201407451415434
"3158",3,1,1,1,6,2,1,1,1,1,2,0.861707136733457
"3159",9,9,3,1,10,3,3,3,2,1,5,0.780137257417664
"3160",5,2,1,1,8,6,3,2,9,3,3,0.13636582205072
"3161",3,2,2,1,3,1,1,1,4,2,3,0.585267510265112
"3162",3,1,1,1,5,2,1,1,9,6,2,0.528373403707519
"3163",1,1,1,1,9,3,3,3,3,2,5,0.75084452657029
"3164",2,1,1,1,7,4,3,3,3,2,6,0.28621971514076
"3165",4,3,2,2,9,4,4,2,6,6,9,0.0208797054365277
"3166",5,3,3,2,7,3,1,1,10,8,7,0.23558132792823
"3167",1,1,1,1,2,2,2,2,9,8,9,0.556448882911354
"3168",8,5,2,2,6,6,4,3,9,7,8,0.611257782904431
"3169",10,5,4,4,9,9,5,5,3,3,3,0.660370513331145
"3170",1,1,1,1,10,10,5,3,1,1,6,0.166064012330025
"3171",6,4,3,3,8,6,5,4,8,8,9,0.868528106249869
"3172",3,3,3,1,2,1,1,1,9,5,8,0.859389228513464
"3173",4,3,3,3,6,3,3,1,1,1,1,0.688402253203094
"3174",2,2,1,1,8,3,2,2,9,8,8,0.511035978794098
"3175",9,2,1,1,10,4,4,4,2,2,9,0.160835131304339
"3176",10,5,3,3,7,4,2,1,2,2,4,0.214256066596135
"3177",8,4,1,1,10,3,3,3,5,5,6,0.493488641222939
"3178",6,1,1,1,6,3,3,2,9,1,5,0.0697991254273802
"3179",3,3,3,1,3,3,3,1,8,3,9,0.470982073806226
"3180",10,3,3,3,2,2,2,2,5,4,2,0.665300459600985
"3181",2,1,1,1,9,7,5,4,8,7,8,0.44550434872508
"3182",2,2,1,1,10,5,2,2,8,5,1,0.0318449675105512
"3183",10,2,2,2,2,2,2,1,5,5,10,0.640423733741045
"3184",8,5,1,1,8,4,2,2,7,2,6,0.932781329611316
"3185",4,1,1,1,10,5,1,1,1,1,4,0.282968623097986
"3186",8,4,2,2,9,2,2,1,5,5,4,0.763291913783178
"3187",2,1,1,1,5,5,1,1,5,1,4,0.394877234939486
"3188",6,2,2,1,7,5,4,1,5,5,5,0.13846468180418
"3189",8,3,2,2,9,8,6,5,3,3,7,0.20003083255142
"3190",9,7,7,2,4,2,2,2,7,5,2,0.344770662952214
"3191",2,1,1,1,10,1,1,1,5,4,5,0.322120161727071
"3192",9,9,7,5,1,1,1,1,5,4,4,0.273185444064438
"3193",6,6,4,2,3,1,1,1,1,1,7,0.0899433938320726
"3194",3,3,3,1,9,1,1,1,7,3,10,0.818120767362416
"3195",5,5,3,3,8,6,6,2,9,4,6,0.353128470014781
"3196",5,1,1,1,10,3,1,1,5,3,9,0.740824984852225
"3197",6,2,2,1,5,2,2,1,1,1,3,0.614602134563029
"3198",3,2,2,1,4,1,1,1,8,8,5,0.70839351345785
"3199",9,9,7,5,4,4,3,1,9,1,6,0.923383341170847
"3200",2,1,1,1,10,2,1,1,10,4,2,0.332835441222414
"3201",5,4,4,2,5,5,5,2,2,2,9,0.606707240222022
"3202",4,4,1,1,8,7,4,4,4,3,9,0.18738527642563
"3203",5,1,1,1,7,1,1,1,7,4,5,0.499117446597666
"3204",2,1,1,1,3,1,1,1,8,8,10,0.911465991986915
"3205",5,5,5,4,1,1,1,1,6,1,6,0.236417127074674
"3206",5,3,2,2,4,4,2,2,8,3,5,0.694804150843993
"3207",8,5,1,1,9,6,4,1,10,8,3,0.268697605468333
"3208",2,1,1,1,9,6,1,1,2,2,5,0.240060539217666
"3209",2,1,1,1,9,9,9,1,8,8,9,0.912430004682392
"3210",2,1,1,1,10,8,4,4,10,10,9,0.432890058960766
"3211",2,1,1,1,7,7,6,4,2,1,8,0.657519199419767
"3212",6,4,1,1,2,2,2,1,4,3,10,0.930585017893463
"3213",3,3,3,1,10,10,3,2,4,1,1,0.0923134407494217
"3214",10,2,1,1,10,1,1,1,4,1,6,0.98606437840499
"3215",9,5,2,1,10,10,4,1,10,10,9,0.00962685467675328
"3216",7,7,6,6,4,2,1,1,5,5,10,0.345409427769482
"3217",5,3,3,3,9,3,3,3,5,1,3,0.860195201355964
"3218",9,7,2,1,2,2,1,1,7,1,4,0.0771920313127339
"3219",4,2,2,1,2,1,1,1,4,4,8,0.667444987921044
"3220",7,5,3,1,5,2,1,1,2,1,7,0.561202662996948
"3221",2,2,2,1,10,7,3,1,8,8,5,0.240369824459776
"3222",1,1,1,1,8,8,3,2,8,1,6,0.144581851316616
"3223",5,4,4,3,2,1,1,1,3,3,10,0.32399892876856
"3224",2,1,1,1,9,8,7,4,4,3,1,0.673163149738684
"3225",2,1,1,1,1,1,1,1,3,1,3,0.457531838212162
"3226",6,2,1,1,1,1,1,1,2,1,8,0.916808140929788
"3227",4,3,1,1,4,3,2,2,5,5,7,0.0551031464710832
"3228",4,4,1,1,5,1,1,1,5,3,8,0.356615291209891
"3229",7,7,7,4,4,3,3,3,5,5,6,0.717126832110807
"3230",3,3,2,2,4,4,4,2,8,8,3,0.177915348904207
"3231",1,1,1,1,5,3,2,2,5,4,3,0.892153714084998
"3232",2,2,2,2,9,3,2,2,1,1,10,0.0455011401791126
"3233",6,5,3,1,5,2,1,1,7,7,8,0.957491345237941
"3234",10,10,8,8,6,5,5,3,8,6,2,0.152257819194347
"3235",7,2,1,1,6,4,3,1,10,7,3,0.180001893779263
"3236",8,2,1,1,9,6,2,1,7,5,1,0.21299996576272
"3237",1,1,1,1,10,10,9,4,8,5,2,0.363595898495987
"3238",6,5,5,4,4,1,1,1,8,3,7,0.151102007366717
"3239",7,2,2,2,5,5,5,5,2,2,3,0.411497060442343
"3240",2,2,2,2,6,6,4,2,10,7,3,0.275841542286798
"3241",10,3,3,3,1,1,1,1,5,1,2,0.176315237535164
"3242",7,2,2,1,5,3,3,1,6,5,1,0.879300207598135
"3243",9,8,6,4,4,4,4,1,5,4,5,0.810994348721579
"3244",5,4,3,2,8,3,1,1,9,2,7,0.414525706786662
"3245",10,6,6,2,3,1,1,1,3,1,2,0.245730285765603
"3246",9,1,1,1,3,1,1,1,4,1,8,0.14725841046311
"3247",2,1,1,1,1,1,1,1,5,3,5,0.872555991401896
"3248",1,1,1,1,8,8,1,1,2,2,7,0.210231594741344
"3249",8,5,1,1,5,1,1,1,9,4,10,0.217579397605732
"3250",7,7,7,5,3,2,1,1,3,3,8,0.942780431360006
"3251",7,7,4,1,8,1,1,1,1,1,2,0.775746734347194
"3252",3,3,2,2,4,2,2,2,7,7,10,0.688845977419987
"3253",3,1,1,1,9,6,4,1,6,4,10,0.222566393436864
"3254",1,1,1,1,7,6,4,1,1,1,2,0.577529353322461
"3255",10,4,4,4,6,4,4,4,8,6,7,0.320124122546986
"3256",8,6,4,1,9,6,1,1,3,1,10,0.065337790409103
"3257",8,8,7,7,9,3,2,1,9,6,4,0.00417361897416413
"3258",4,4,4,2,3,1,1,1,8,6,8,0.0751909958198667
"3259",8,6,4,2,8,2,1,1,9,6,8,0.682328307302669
"3260",9,7,7,4,5,1,1,1,4,2,10,0.499451183015481
"3261",5,1,1,1,1,1,1,1,6,1,10,0.493289998965338
"3262",9,1,1,1,3,3,2,1,3,3,8,0.891874700319022
"3263",5,3,1,1,9,5,4,3,4,3,7,0.102287243120372
"3264",2,2,1,1,1,1,1,1,10,6,2,0.665141397854313
"3265",1,1,1,1,6,6,1,1,7,7,4,0.983783283038065
"3266",7,2,1,1,5,1,1,1,1,1,5,0.425884796539322
"3267",6,4,1,1,10,4,1,1,8,6,4,0.194252223009244
"3268",4,4,1,1,7,2,2,1,10,6,7,0.285935285035521
"3269",3,3,2,1,4,3,2,2,3,1,7,0.688663968583569
"3270",10,10,3,3,1,1,1,1,7,2,6,0.686666972236708
"3271",2,2,1,1,10,8,8,4,6,5,6,0.0562525680288672
"3272",10,2,2,1,4,3,1,1,4,2,9,0.963211957830936
"3273",10,3,2,2,3,1,1,1,2,2,7,0.969519384438172
"3274",7,1,1,1,9,8,1,1,3,1,4,0.741234984248877
"3275",4,4,4,4,4,2,1,1,1,1,10,0.672620891593397
"3276",9,3,3,3,4,2,2,2,10,6,6,0.157201316673309
"3277",6,2,1,1,3,1,1,1,10,7,2,0.269512647064403
"3278",5,1,1,1,10,10,5,2,5,2,9,0.117890038760379
"3279",10,6,5,2,9,5,2,1,9,4,7,0.765801592729986
"3280",5,5,5,5,9,1,1,1,8,3,2,0.445641270373017
"3281",9,2,1,1,5,1,1,1,3,1,10,0.272001091390848
"3282",1,1,1,1,1,1,1,1,3,3,3,0.26943526417017
"3283",1,1,1,1,4,1,1,1,1,1,2,0.680060614133254
"3284",2,2,2,1,1,1,1,1,6,4,6,0.588387478841469
"3285",9,8,5,5,6,2,1,1,8,4,9,0.808750376105309
"3286",6,2,2,2,9,2,2,2,3,1,1,0.795829678652808
"3287",5,4,1,1,8,1,1,1,5,5,10,0.136989239603281
"3288",7,2,1,1,4,1,1,1,6,3,4,0.67212823824957
"3289",3,2,1,1,8,4,1,1,7,2,10,0.591889950213954
"3290",10,9,7,3,7,1,1,1,9,1,3,0.309325600741431
"3291",9,1,1,1,7,7,4,2,10,10,9,0.507422738941386
"3292",6,3,2,1,3,3,1,1,1,1,1,0.444655939936638
"3293",5,5,2,1,2,2,1,1,8,7,8,0.45070567401126
"3294",10,9,7,5,4,4,2,2,5,1,6,0.63059391733259
"3295",10,6,4,1,9,2,2,2,2,1,3,0.714082777034491
"3296",6,2,2,1,10,4,4,1,3,1,7,0.933760022278875
"3297",4,4,3,2,10,10,3,3,1,1,9,0.00907659600488842
"3298",2,1,1,1,5,5,5,1,5,5,1,0.775821159826592
"3299",10,7,1,1,8,5,1,1,8,4,2,0.63196676177904
